0.500000 0 2000 20 150.125 0.500000 1.00000 0.125000 0.500000 1.00000 
1.00000 0 2000 20 150.500 0.999999 0.999999 0.500000 1.00000 1.00000 
1.50000 0 2000 20 151.125 1.49999 0.999980 1.12500 1.50000 0.999994 
2.00000 0 2000 20 152.000 1.99994 0.999900 1.99999 1.99998 0.999968 
2.50000 0 2000 20 153.125 2.49978 0.999684 3.12497 2.49993 0.999900 
3.00000 0 2000 20 154.500 2.99940 0.999229 4.49991 2.99981 0.999756 
3.50000 0 2000 20 156.124 3.49860 0.998401 6.12475 3.49956 0.999494 
4.00000 0 2000 20 157.998 3.99712 0.997041 7.99941 3.99909 0.999063 
4.50000 0 2000 20 160.121 4.49460 0.994958 10.1238 4.49829 0.998401 
5.00000 0 2000 20 162.492 4.99057 0.991939 12.4976 4.99701 0.997441 
5.50000 0 2000 20 165.111 5.48444 0.987747 15.1206 5.49506 0.996103 
6.00000 0 2000 20 167.976 5.97550 0.982128 17.9924 5.99221 0.994301 
6.50000 0 2000 20 171.086 6.46291 0.974816 21.1125 6.48818 0.991942 
7.00000 0 2000 20 174.438 6.94568 0.965537 24.4802 6.98264 0.988924 
7.50000 0 2000 20 178.030 7.42269 0.954028 28.0947 7.47521 0.985142 
8.00000 0 2000 20 181.859 7.89271 0.940037 31.9548 7.96546 0.980485 
8.50000 0 2000 20 185.921 8.35438 0.923345 36.0594 8.45288 0.974839 
9.00000 0 2000 20 190.211 8.80627 0.903774 40.4069 8.93692 0.968092 
9.50000 0 2000 20 194.724 9.24687 0.881204 44.9954 9.41699 0.960131 
10.0000 0 2000 20 199.454 9.67467 0.855584 49.8227 9.89241 0.950849 
10.5000 0 2000 20 204.395 10.0881 0.826947 54.8864 10.3625 0.940147 
11.0000 0 2000 20 209.539 10.4858 0.795412 60.1837 10.8265 0.927933 
11.5000 0 2000 20 214.877 10.8664 0.761192 65.7112 11.2835 0.914133 
12.0000 0 2000 20 220.400 11.2287 0.724587 71.4653 11.7329 0.898689 
12.5000 0 2000 20 226.101 11.5717 0.685979 77.4419 12.1736 0.881561 
13.0000 0 2000 20 231.967 11.8946 0.645817 83.6365 12.6050 0.862734 
13.5000 0 2000 20 237.990 12.1969 0.604598 90.0443 13.0261 0.842220 
14.0000 0 2000 20 244.159 12.4784 0.562843 96.6599 13.4361 0.820055 
14.5000 0 2000 20 250.463 12.7389 0.521079 103.478 13.8343 0.796306 
15.0000 0 2000 20 256.893 12.9788 0.479810 110.491 14.2198 0.771067 
15.5000 0 2000 20 263.437 13.1985 0.439504 117.694 14.5921 0.744460 
16.0000 0 2000 20 270.086 13.3988 0.400568 125.080 14.9504 0.716634 
16.5000 0 2000 20 276.831 13.5805 0.363347 132.641 15.2943 0.687760 
17.0000 0 2000 20 283.662 13.7446 0.328109 140.370 15.6233 0.658025 
17.5000 0 2000 20 290.572 13.8921 0.295050 148.260 15.9371 0.627636 
18.0000 0 2000 20 297.551 14.0242 0.264293 156.303 16.2355 0.596804 
18.5000 0 2000 20 304.592 14.1422 0.235898 164.492 16.5184 0.565748 
19.0000 0 2000 20 311.690 14.2471 0.209866 172.818 16.7857 0.534683 
19.5000 0 2000 20 318.836 14.3402 0.186153 181.274 17.0376 0.503820 
20.0000 0 2000 20 326.027 14.4225 0.164676 189.852 17.2743 0.473358 
20.5000 0 2000 20 333.256 14.4952 0.145326 198.544 17.4960 0.443479 
21.0000 0 2000 20 340.520 14.5592 0.127971 207.344 17.7032 0.414349 
21.5000 0 2000 20 347.814 14.6154 0.112471 216.244 17.8963 0.386113 
22.0000 0 2000 20 355.134 14.6648 0.0986792 225.237 18.0757 0.358894 
22.5000 0 2000 20 362.477 14.7080 0.0864465 234.316 18.2421 0.332791 
23.0000 0 2000 20 369.840 14.7458 0.0756282 243.476 18.3961 0.307882 
23.5000 0 2000 20 377.222 14.7788 0.0660853 252.710 18.5382 0.284222 
24.0000 0 2000 20 384.618 14.8077 0.0576862 262.011 18.6691 0.261846 
24.5000 0 2000 20 392.028 14.8328 0.0503084 271.376 18.7895 0.240772 
25.0000 0 2000 20 399.450 14.8547 0.0438388 280.798 18.9000 0.220998 
25.5000 0 2000 20 406.882 14.8738 0.0381744 290.274 19.0012 0.202511 
26.0000 0 2000 20 414.323 14.8904 0.0332214 299.797 19.0939 0.185283 
26.5000 0 2000 20 421.772 14.9049 0.0288954 309.366 19.1785 0.169278 
27.0000 0 2000 20 429.228 14.9175 0.0251210 318.974 19.2557 0.154450 
27.5000 0 2000 20 436.689 14.9284 0.0218307 328.620 19.3261 0.140749 
28.0000 0 2000 20 444.156 14.9379 0.0189646 338.299 19.3902 0.128118 
28.5000 0 2000 20 451.627 14.9461 0.0164696 348.008 19.4484 0.116501 
29.0000 0 2000 20 459.102 14.9532 0.0142991 357.746 19.5013 0.105836 
29.5000 0 2000 20 466.580 14.9594 0.0124117 367.508 19.5494 0.0960647 
30.0000 0 2000 20 474.061 14.9648 0.0107712 377.294 19.5929 0.0871260 
30.5000 0 2000 20 481.545 14.9695 0.00934588 387.027 19.3378 -0.510215 
31.0000 0 2000 20 489.030 14.9736 0.00810792 396.641 19.1199 -0.435751 
31.5000 0 2000 20 496.518 14.9771 0.00703301 406.154 18.9318 -0.376288 
32.0000 0 2000 20 504.007 14.9801 0.00609990 415.579 18.7677 -0.328271 
32.5000 0 2000 20 511.498 14.9828 0.00529006 424.927 18.6231 -0.289156 
33.0000 0 2000 20 518.990 14.9851 0.00458733 434.206 18.4946 -0.257075 
33.5000 0 2000 20 526.483 14.9871 0.00397765 443.424 18.3792 -0.230625 
34.0000 0 2000 20 533.977 14.9888 0.00344877 452.588 18.2749 -0.208732 
34.5000 0 2000 20 541.472 14.9903 0.00299005 461.702 18.1796 -0.190558 
35.0000 0 2000 20 548.967 14.9916 0.00259221 470.769 18.0919 -0.175441 
35.5000 0 2000 20 556.463 14.9927 0.00224721 479.795 18.0104 -0.162852 
36.0000 0 2000 20 563.960 14.9937 0.00194805 488.781 17.9343 -0.152361 
36.5000 0 2000 20 571.457 14.9945 0.00168867 497.730 17.8625 -0.143617 
37.0000 0 2000 20 578.954 14.9952 0.00146378 506.645 17.7943 -0.136332 
37.5000 0 2000 20 586.452 14.9959 0.00126881 515.525 17.7292 -0.130264 
38.0000 0 2000 20 593.950 14.9964 0.00109978 524.374 17.6666 -0.125213 
38.5000 0 2000 20 601.448 14.9969 0.000953259 533.192 17.6061 -0.121009 
39.0000 0 2000 20 608.947 14.9973 0.000826242 541.981 17.5473 -0.117509 
39.5000 0 2000 20 616.446 14.9977 0.000716140 550.740 17.4900 -0.114593 
40.0000 0 2000 20 623.945 14.9980 0.000620703 559.471 17.4339 -0.112158 
40.5000 0 2000 20 631.444 14.9983 0.000537978 568.174 17.3789 -0.110115 
41.0000 0 2000 20 638.943 14.9985 0.000466275 576.850 17.3247 -0.108391 
41.5000 0 2000 20 646.442 14.9987 0.000404125 585.499 17.2712 -0.106920 
42.0000 0 2000 20 653.942 14.9989 0.000350257 594.122 17.2184 -0.105650 
42.5000 0 2000 20 661.441 14.9990 0.000303568 602.718 17.1661 -0.104532 
43.0000 0 2000 20 668.941 14.9991 0.000263101 611.288 17.1144 -0.103528 
43.5000 0 2000 20 676.440 14.9993 0.000228027 619.832 17.0631 -0.102603 
44.0000 0 2000 20 683.940 14.9994 0.000197628 628.351 17.0122 -0.101730 
44.5000 0 2000 20 691.440 14.9994 0.000171281 636.844 16.9617 -0.100884 
45.0000 0 2000 20 698.939 14.9995 0.000148447 645.313 16.9117 -0.100045 
45.5000 0 2000 20 706.439 14.9996 0.000128656 653.756 16.8621 -0.0991968 
46.0000 0 2000 20 713.939 14.9996 0.000111503 662.175 16.8130 -0.0983256 
46.5000 0 2000 20 721.439 14.9997 9.66373e-05 670.569 16.7642 -0.0974206 
47.0000 0 2000 20 728.939 14.9997 8.37532e-05 678.939 16.7160 -0.0964731 
47.5000 0 2000 20 736.438 14.9998 7.25868e-05 687.286 16.6683 -0.0954764 
48.0000 0 2000 20 743.938 14.9998 6.29090e-05 695.608 16.6211 -0.0944257 
48.5000 0 2000 20 751.438 14.9998 5.45215e-05 703.907 16.5744 -0.0933179 
49.0000 0 2000 20 758.938 14.9998 4.72523e-05 712.182 16.5283 -0.0921509 
49.5000 0 2000 20 766.438 14.9999 4.09522e-05 720.435 16.4829 -0.0909241 
50.0000 0 2000 20 773.938 14.9999 3.54920e-05 728.665 16.4380 -0.0896378 
50.5000 0 2000 20 781.438 14.9999 3.07599e-05 736.873 16.3939 -0.0882932 
51.0000 0 2000 20 788.938 14.9999 2.66587e-05 745.059 16.3505 -0.0868923 
51.5000 0 2000 20 796.438 14.9999 2.31042e-05 753.224 16.3077 -0.0854375 
52.0000 0 2000 20 803.938 14.9999 2.00237e-05 761.367 16.2658 -0.0839321 
52.5000 0 2000 20 811.438 14.9999 1.73539e-05 769.490 16.2246 -0.0823795 
53.0000 0 2000 20 818.938 15.0000 1.50401e-05 777.592 16.1842 -0.0807837 
53.5000 0 2000 20 826.438 15.0000 1.30348e-05 785.674 16.1446 -0.0791488 
54.0000 0 2000 20 833.938 15.0000 1.12968e-05 793.737 16.1059 -0.0774792 
54.5000 0 2000 20 841.438 15.0000 9.79059e-06 801.780 16.0680 -0.0757792 
55.0000 0 2000 20 848.938 15.0000 8.48519e-06 809.805 16.0310 -0.0740535 
55.5000 0 2000 20 856.438 15.0000 7.35383e-06 817.812 15.9948 -0.0723065 
56.0000 0 2000 20 863.938 15.0000 6.37333e-06 825.800 15.9595 -0.0705428 
56.5000 0 2000 20 871.438 15.0000 5.52356e-06 833.771 15.9251 -0.0687669 
57.0000 0 2000 20 878.938 15.0000 4.78708e-06 841.726 15.8917 -0.0669830 
57.5000 0 2000 20 886.438 15.0000 4.14881e-06 849.663 15.8591 -0.0651954 
58.0000 0 2000 20 893.938 15.0000 3.59564e-06 857.585 15.8274 -0.0634081 
58.5000 0 2000 20 901.438 15.0000 3.11622e-06 865.491 15.7965 -0.0616250 
59.0000 0 2000 20 908.938 15.0000 2.70072e-06 873.382 15.7666 -0.0598496 
59.5000 0 2000 20 916.438 15.0000 2.34063e-06 881.258 15.7376 -0.0580856 
60.0000 0 2000 20 923.938 15.0000 2.02854e-06 889.119 15.7094 -0.0563360 
60.5000 0 2000 20 931.438 15.0000 1.75807e-06 896.967 15.6821 -0.0546039 
61.0000 0 2000 20 938.938 15.0000 1.52366e-06 904.802 15.6557 -0.0528920 
61.5000 0 2000 20 946.438 15.0000 1.32051e-06 912.623 15.6301 -0.0512029 
62.0000 0 2000 20 953.938 15.0000 1.14444e-06 920.432 15.6053 -0.0495388 
62.5000 0 2000 20 961.438 15.0000 9.91849e-07 928.229 15.5813 -0.0479018 
63.0000 0 2000 20 968.938 15.0000 8.59602e-07 936.014 15.5582 -0.0462937 
63.5000 0 2000 20 976.438 15.0000 7.44989e-07 943.787 15.5358 -0.0447162 
64.0000 0 2000 20 983.938 15.0000 6.45657e-07 951.550 15.5142 -0.0431707 
64.5000 0 2000 20 991.438 15.0000 5.59569e-07 959.302 15.4934 -0.0416584 
65.0000 0 2000 20 998.938 15.0000 4.84960e-07 967.043 15.4733 -0.0401803 
65.5000 0 2000 20 1006.44 15.0000 4.20299e-07 974.775 15.4540 -0.0387372 
66.0000 0 2000 20 1013.94 15.0000 3.64259e-07 982.497 15.4353 -0.0373298 
66.5000 0 2000 20 1021.44 15.0000 3.15691e-07 990.210 15.4173 -0.0359586 
67.0000 0 2000 20 1028.94 15.0000 2.73599e-07 997.915 15.4000 -0.0346241 
